age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
35,thin,mostly anything,socially,NA,graduated from college/university,white,68,-1,artistic / musical / writer,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,NA,f,cancer and it&rsquo;s fun to think about,no,"english (fluently), french (poorly), russian (poorly)",single
30,athletic,NA,socially,never,working on ph.d program,white,68,-1,student,NA,gay,has dogs,atheism,m,aquarius,no,english,available
29,fit,mostly anything,socially,NA,graduated from college/university,"white, other",69,-1,medicine / health,NA,straight,likes dogs and has cats,other but not too serious about it,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), latin (poorly), spanish (poorly)",single
36,fit,mostly vegetarian,often,never,graduated from med school,white,68,-1,medicine / health,NA,straight,has dogs and dislikes cats,judaism and very serious about it,m,scorpio but it doesn&rsquo;t matter,no,english,single
46,fit,NA,not at all,never,graduated from masters program,NA,67,-1,education / academia,doesn&rsquo;t want kids,straight,NA,other but not too serious about it,f,cancer but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently), italian (fluently), french (poorly)",single
24,NA,mostly anything,socially,never,working on college/university,asian,68,-1,student,NA,straight,NA,atheism and laughing about it,m,NA,no,english,single
30,thin,NA,socially,NA,graduated from college/university,white,67,-1,entertainment / media,NA,straight,NA,NA,f,libra,NA,"english, spanish",single
37,fit,NA,socially,never,NA,"asian, pacific islander",63,40000,entertainment / media,NA,straight,NA,NA,f,NA,no,english,single
29,average,mostly other,socially,sometimes,working on two-year college,white,70,-1,construction / craftsmanship,"doesn&rsquo;t have kids, but wants them",straight,has dogs and likes cats,christianity but not too serious about it,m,aquarius but it doesn&rsquo;t matter,when drinking,"english (fluently), hawaiian (okay)",single
38,fit,NA,socially,never,graduated from masters program,white,71,-1,sales / marketing / biz dev,doesn&rsquo;t have kids,straight,dislikes cats,NA,m,aries but it doesn&rsquo;t matter,no,"english, german, portuguese, spanish, c++",single
23,full figured,NA,rarely,never,graduated from college/university,white,66,20000,sales / marketing / biz dev,NA,gay,has dogs and has cats,other but not too serious about it,f,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
33,average,mostly anything,socially,NA,graduated from masters program,asian,60,60000,artistic / musical / writer,NA,straight,likes dogs and likes cats,other and laughing about it,f,pisces and it&rsquo;s fun to think about,no,"english (fluently), tagalog (fluently), french (poorly), spanish (okay)",single
30,athletic,mostly anything,socially,never,NA,black,70,-1,NA,NA,straight,likes dogs and likes cats,NA,m,aquarius,no,english,single
23,average,NA,socially,never,working on masters program,asian,66,-1,student,"doesn&rsquo;t have kids, but might want them",straight,NA,NA,f,NA,no,"english (okay), chinese (fluently)",single
30,thin,NA,socially,NA,graduated from masters program,asian,70,-1,medicine / health,NA,straight,likes dogs and dislikes cats,NA,f,cancer,no,"english, spanish (okay), chinese (okay)",single
28,thin,vegetarian,socially,never,graduated from med school,white,69,-1,medicine / health,NA,straight,has dogs and has cats,NA,f,leo,no,english,single
20,full figured,NA,socially,NA,working on college/university,asian,67,-1,student,NA,straight,NA,NA,f,libra,yes,english,single
25,fit,anything,socially,NA,graduated from college/university,"black, white",68,20000,hospitality / travel,doesn&rsquo;t have kids,straight,likes dogs,christianity and laughing about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
43,a little extra,mostly anything,socially,never,graduated from college/university,white,64,-1,other,"doesn&rsquo;t have kids, but might want them",straight,has dogs and dislikes cats,NA,f,gemini and it&rsquo;s fun to think about,trying to quit,"english (fluently), german (poorly)",single
27,fit,mostly anything,often,sometimes,dropped out of college/university,"asian, white",60,20000,artistic / musical / writer,"doesn&rsquo;t have kids, but wants them",bisexual,likes dogs and likes cats,atheism but not too serious about it,f,taurus but it doesn&rsquo;t matter,trying to quit,english,single
26,athletic,mostly anything,socially,never,graduated from college/university,asian,67,-1,student,NA,straight,NA,atheism but not too serious about it,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), chinese (okay), french (poorly)",single
36,NA,NA,rarely,NA,NA,NA,70,-1,NA,NA,straight,NA,NA,m,NA,no,english,single
42,average,mostly anything,socially,NA,graduated from college/university,other,62,-1,NA,NA,straight,NA,NA,f,aquarius and it&rsquo;s fun to think about,no,"english, farsi",single
26,athletic,strictly anything,socially,NA,graduated from college/university,white,74,-1,banking / financial / real estate,NA,straight,NA,catholicism,m,NA,no,english,single
20,athletic,mostly anything,rarely,never,working on med school,white,72,500000,medicine / health,NA,straight,has dogs,NA,m,aries and it&rsquo;s fun to think about,no,english,single
39,fit,NA,socially,never,NA,NA,67,-1,other,"has a kid, and might want more",straight,NA,NA,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), hindi (fluently)",single
53,curvy,NA,socially,NA,graduated from college/university,white,68,-1,other,NA,straight,likes dogs and likes cats,other,f,cancer and it&rsquo;s fun to think about,no,english,single
38,athletic,mostly anything,socially,never,graduated from ph.d program,white,75,1000000,banking / financial / real estate,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,agnosticism but not too serious about it,m,leo but it doesn&rsquo;t matter,no,"english (fluently), french (okay), spanish (poorly), c++ (poorly)",single
34,thin,anything,often,never,graduated from college/university,black,64,-1,sales / marketing / biz dev,doesn&rsquo;t want kids,bisexual,NA,NA,f,leo but it doesn&rsquo;t matter,no,english,single
28,athletic,anything,socially,NA,graduated from college/university,"asian, white",70,-1,sales / marketing / biz dev,NA,straight,likes dogs and likes cats,NA,m,capricorn but it doesn&rsquo;t matter,no,english (fluently),single
57,fit,mostly anything,socially,never,graduated from college/university,white,66,-1,medicine / health,doesn&rsquo;t want kids,straight,NA,judaism but not too serious about it,f,NA,no,"english (fluently), spanish (okay)",single
25,average,mostly vegetarian,socially,never,graduated from college/university,white,76,-1,computer / hardware / software,doesn&rsquo;t have kids,straight,has dogs and has cats,NA,m,NA,no,english (fluently),single
28,fit,NA,not at all,never,NA,asian,64,-1,science / tech / engineering,doesn&rsquo;t have kids,gay,NA,catholicism,m,capricorn,no,"english, tagalog (fluently)",single
28,athletic,mostly anything,rarely,sometimes,working on college/university,"hispanic / latin, white",72,-1,student,has kids,bisexual,likes dogs,other,f,virgo,sometimes,"english, hindi (poorly), french (poorly), spanish (okay)",single
23,thin,NA,socially,never,NA,white,67,-1,sales / marketing / biz dev,doesn&rsquo;t have kids,straight,has dogs and has cats,christianity,f,pisces but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
48,NA,NA,socially,NA,graduated from college/university,white,67,-1,computer / hardware / software,doesn&rsquo;t want kids,bisexual,likes dogs and likes cats,NA,f,NA,no,english (fluently),seeing someone
39,NA,mostly anything,socially,NA,graduated from college/university,NA,70,-1,computer / hardware / software,NA,straight,likes dogs and likes cats,atheism,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
31,athletic,mostly anything,socially,never,graduated from law school,asian,64,-1,law / legal services,NA,straight,likes dogs and has cats,agnosticism,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently)",single
29,thin,mostly anything,socially,never,working on law school,white,68,-1,student,NA,straight,likes dogs and has cats,atheism,f,cancer and it&rsquo;s fun to think about,no,english,single
29,NA,mostly vegetarian,rarely,never,graduated from ph.d program,asian,68,-1,medicine / health,NA,straight,NA,agnosticism,f,scorpio,NA,"english, chinese (fluently), spanish (poorly)",single
28,average,mostly anything,often,never,graduated from college/university,white,74,-1,science / tech / engineering,NA,straight,likes dogs and likes cats,NA,m,libra but it doesn&rsquo;t matter,NA,"english (fluently), french (okay)",single
34,fit,mostly anything,socially,never,graduated from college/university,white,67,-1,sales / marketing / biz dev,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,christianity,f,gemini but it doesn&rsquo;t matter,no,english,single
25,NA,NA,socially,never,graduated from college/university,hispanic / latin,62,-1,NA,NA,straight,NA,christianity,f,NA,no,"english (fluently), spanish (fluently)",single
35,skinny,NA,often,sometimes,NA,NA,65,-1,NA,NA,straight,NA,NA,m,NA,NA,english,single
33,athletic,NA,NA,NA,graduated from college/university,white,76,-1,sales / marketing / biz dev,NA,straight,NA,NA,m,leo and it&rsquo;s fun to think about,NA,english,single
26,NA,mostly anything,socially,never,graduated from college/university,white,72,-1,computer / hardware / software,NA,straight,likes dogs,agnosticism,m,aries but it doesn&rsquo;t matter,no,"english, swedish",single
42,curvy,mostly anything,often,NA,graduated from college/university,NA,64,-1,computer / hardware / software,NA,straight,likes dogs and likes cats,other,f,scorpio and it&rsquo;s fun to think about,sometimes,"english (fluently), french (okay), spanish (poorly)",single
27,average,strictly anything,socially,never,working on space camp,white,75,-1,science / tech / engineering,doesn&rsquo;t have kids,straight,has dogs and likes cats,atheism,m,sagittarius but it doesn&rsquo;t matter,trying to quit,"english (okay), spanish (poorly)",single
34,curvy,mostly anything,rarely,never,graduated from masters program,white,65,-1,education / academia,NA,straight,has dogs,NA,f,pisces and it&rsquo;s fun to think about,no,"english (fluently), french (okay), german (poorly), spanish (poorly)",single
24,fit,mostly anything,often,NA,working on college/university,"hispanic / latin, white",75,-1,other,NA,straight,likes dogs and likes cats,atheism and laughing about it,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
39,fit,mostly anything,socially,NA,graduated from masters program,white,74,60000,education / academia,NA,straight,likes dogs and has cats,agnosticism and laughing about it,m,aries but it doesn&rsquo;t matter,no,"english, italian (okay)",single
28,curvy,anything,socially,NA,graduated from college/university,white,67,-1,NA,NA,straight,NA,NA,f,aquarius,no,english,single
25,NA,NA,socially,never,graduated from college/university,NA,61,-1,sales / marketing / biz dev,"doesn&rsquo;t have kids, but wants them",straight,likes dogs,NA,f,virgo,no,english,single
30,curvy,anything,socially,never,graduated from masters program,black,68,100000,executive / management,doesn&rsquo;t have kids,straight,likes dogs and has cats,christianity but not too serious about it,f,NA,no,"english (fluently), french (poorly)",single
31,athletic,mostly vegetarian,socially,never,graduated from ph.d program,white,68,-1,science / tech / engineering,doesn&rsquo;t have kids,straight,likes dogs,NA,f,NA,no,english,single
31,thin,mostly vegetarian,often,sometimes,NA,NA,72,-1,science / tech / engineering,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",bisexual,likes dogs and has cats,atheism,m,NA,no,"english (fluently), japanese (okay), spanish (poorly)",available
